# Provided by Libamtrack
# Generated: 17/8/2026 @ 19:58:59
# Radial dose distribution
"r_m_x","r_m_y"
0.000007583677914998447,0.00913792105357116
0.00000770702711421358,0.008847773689151165
0.000007832382599180501,0.008566838891758419
0.000007959777002316313,0.008294824159280664
0.000008089243486807295,0.008031446276210991
0.00000822081575524192,0.007776431018829339
0.000008354528058384273,0.007529512869742567
0.00000849041520409018,0.007290434741486034
0.000008628512566368351,0.007058947708899062
0.000008768856094588914,0.006834810749995795
0.000008911482322841714,0.006617790495061893
0.000009056428379446832,0.006407660983715889
0.000009203731996619792,0.006204203429682497
0.000009353431520293983,0.006007205993032982
0.000009505565920102824,0.005816463559655746
0.000009660174799524306,0.0056317775277274825
0.000009817298406190528,0.005452955600962801
0.000009976977642364925,0.005279811588427139
0.000010139254075589905,0.0051121652107046145
0.000010304169949507666,0.004949841912219141
0.000010471768194857024,0.004792672679513477
0.000010642092440649096,0.004640493865297092
0.000010815187025524773,0.004493147018079741
0.000010991097009296894,0.004350478717213464
0.00001116986818468019,0.004212340413171299
0.000011351547089211987,0.004078588272896519
0.000011536181017366814,0.003949083030061427
0.00001172381803286806,0.0038236898400798697
0.000011914506981199868,0.003702278139722565
0.000012108297502322548,0.003584721511189155
0.000012305240043594805,0.0034708975504955035
0.000012505385872906139,0.003360687740039245
0.000012708787092022856,0.0032539773252109913
0.000012915496650151151,0.003150655194922725
0.00001312556835772079,0.0030506137659290695
0.000013339056900392988,0.0029537488708210225
0.00001355601785329613,0.0028599596495755635
0.000013776507695493029,0.0027691484445482814
0.00001400058382468351,0.002681220698799704
0.000014228304572146109,0.002596084857649511
0.000014459729217922828,0.0025136522733561657
0.000014694918006250847,0.0024338371128227445
0.000014933932161245251,0.0023565562682329017
0.000015176833902836832,0.002281729270523946
0.00001542368646296911,0.002209278205606976
0.000015674554102058835,0.002139127633246858
0.00001592950212572416,0.002071204508517606
0.000016188596901784973,0.002005438105751427
0.00001645190587753967,0.0019417599449022345
0.000016719497597322996,0.0018801037202470154
0.000016991441720349422,0.0018204052313508102
0.000017267809038846773,0.001762602316223454
0.000017548671496484785,0.0017066347865985002
0.00001783410220710342,0.0016524443652669507
0.000018124175473745768,0.0015999746254005633
0.000018418966808000573,0.0015491709318015685
0.000018718552949659316,0.0014999803840176533
0.000019023011886693036,0.0014523517612629747
0.00001933242287555411,0.0014062354690878853
0.00001964686646180818,0.001361583487741846
0.000019966424501101732,0.0013183493221757725
0.00002029118018047064,0.0012764879536317734
0.00002062121803999537,0.001235955792769876
0.000020956623994808336,0.0011967106342829553
0.000021297485357459284,0.0011587116129526068
0.000021643890860644364,0.001121919161100232
0.000021995930680304977,0.0010862949673890263
0.000022353696459102264,0.0010518019369339915
0.000022717281330273442,0.0010184041526784468
0.000023086779941876158,0.0009860668379968178
0.000023462288481427182,0.0009547563204847855
0.00002384390470094184,0.0009244399968990945
0.000024231727942380716,0.0008950862992105148
0.000024625859163510277,0.0008666646617346236
0.00002502640096418408,0.0008391454893061874
0.000025433457613051475,0.0008125001264640063
0.00002584713507470071,0.0007867008276141491
0.00002626754103724354,0.0007617207281405047
0.000026694784940348477,0.000737533816432589
0.000027128978003730025,0.0007141149068014679
0.000027570233256101295,0.0006914396132556152
0.000028018665564597513,0.0006694843241093957
0.000028474391664678126,0.0006482261773977405
0.000028937530190515275,0.0006276430370714152
0.000029408201705876503,0.0006077134699481064
0.000029886528735509817,0.00058841672339532
0.000030372635797039203,0.0005697327037218634
0.00003086664943337893,0.000551641955255412
0.00003136869824567508,0.0005341256400843786
0.00003187891292678288,0.0005171655184429915
0.00003239742629528851,0.0005007439297191666
0.000032924373330084354,0.0004848437740653891
0.00003345989120550652,0.0004694484945934719
0.00003400411932704398,0.00045454206013464184
0.000034557199367628426,0.00044010894854701414
0.000035119275304514456,0.0004261341305530677
0.0000356904934567596,0.0004126030540902982
0.0000362710025233139,0.0003995016291587569
0.00003686095362172915,0.000386816213149693
0.00003746050032749763,0.00037453359664003217
0.0000380697987140307,0.0003626409896378947
0.000038689007393287746,0.00035112600826483657
0.000039318287557065824,0.00033997666186094515
0.00003995780301896099,0.00032918134049936525
0.000040607720257012086,0.0003187288028972549
0.00004126820845703813,0.00030860816471058614
0.00004193943955668061,0.0002988088872005997
0.00004262158829016214,0.00028932076626011745
0.000043314832233773065,0.0002801339217882853
0.000044019351852097974,0.0002712387874026836
0.00004473533054499406,0.00026262610047809266
0.00004546295469533357,0.00025428689250154364
0.00004620241371752286,0.0002462124797336126
0.00004695390010681052,0.0002383944541662314
0.00004771760948939756,0.00023082467476760415
0.00004849374067336265,0.00022349525900511197
0.00004928249570041562,0.00021639857463737934
0.000050084079898492773,0.00020952723176695682
0.00005089870193520768,0.00020287407514534453
0.000051726573872171245,0.00019643217672234535
0.000052567911220195476,0.00019019482843198854
0.000053422932995395,0.00018415553520751413
0.000054291861776201085,0.0001783080082181444
0.00005517492376130313,0.00017264615832059983
0.000056072348828532426,0.00016716408971854265
0.00005698437059470372,0.0001618560938233448
0.000057911226476430134,0.00015671664330978806
0.000058853157751927265,0.00015174038636050772
0.00005981040962382241,0.00014692214109318712
0.00006078323128298554,0.00014225689016469882
0.0000617718759733984,0.00013773977554657567
0.00006277660105807874,0.0001333660934663724
0.00006379766808607679,0.0001291312895096474
0.00006483534286056146,0.000125030953877469
0.00006588989550801398,0.00012106081679450429
0.00006696160054854694,0.00011721674406291188
0.0000680507369673671,0.00011349473275740778
0.00006915758828740053,0.00010989090705702237
0.00007028244264309906,0.00010640151420920816
0.00007142559285544711,0.00010302292062209627
0.00007258733650818864,0.00009975160808083197
0.00007376797602529375,0.00009658417008405092
0.00007496781874968548,0.00009351730829667964
0.00007618717702324698,0.00009054782911536852
0.00007742636826813003,0.00008767264034297971
0.00007868571506938613,0.00008488874796866775
0.00007996554525894146,0.00008219325305020059
0.00008126619200093774,0.00007958334869527385
0.0000825879938784613,0.00007705631713867559
0.00008393129498168261,0.00007460952691225824
0.00008529644499742953,0.00007224043010477052
0.00008668379930021741,0.00006994655970869653
0.0000880937190447599,0.00006772552705133882
0.00008952657125998433,0.00006557501930747135
0.00009098272894457634,0.0000634927970909715
0.00009246257116407851,0.00006147669212292377
0.00009396648314956844,0.0000595246049737671
0.00009549485639794154,0.00005763450287713471
0.0000970480887738253,0.00005580441761310987
0.0000986265846131509,0.00005403244345869374
0.0001002307548284096,0.00005231673520335127
0.00010186101701562107,0.00005065550622756828
0.00010351779556304154,0.00004904702664241965
0.00010520152176164023,0.000047489621488210584
0.00010691263391737242,0.000045981668990316275
0.00010865157746527906,0.0000445215988704027
0.00011041880508544177,0.00004310789071127097
0.00011221477682082419,0.000041739072373621935
0.00011403996019702989,0.000040413718463092826
0.0001158948303440082,0.00003913044884596954
0.00011777987011973951,0.000037887927212029146
0.00011969557023593243,0.00003668485968301572
0.0001216424293857654,0.00003551999346530114
0.000123620954373706,0.000034392115545327326
0.0001256316602474417,0.00003330005142647192
0.00012767507043195673,0.00003224266390602173
0.00012975171686578947,0.00003121885189098077
0.00013186214013950613,0.000030227549251479612
0.00013400688963642685,0.000029267723710592156
0.00013618652367564058,0.00002833837576940371
0.00013840160965734614,0.00002743853766621134
0.00014065272421055728,0.000026567272368772344
0.0001429404533432103,0.000025723672598551688
0.00014526539259471287,0.000024906859885952415
0.00014762814719097443,0.000024115983655545023
0.00015002933220195787,0.000023350220340343544
0.0001524695727017941,0.000022608772524205722
0.00015494950393150054,0.000021890868111464562
0.00015746977146434668,0.000021195759522926296
0.0001600310313739088,0.000020522722917397898
0.00016263395040485863,0.000019871057437933187
0.00016527920614652962,0.000019240084482012835
0.0001679674872093062,0.000018629146994898306
0.00017069949340388233,0.000018037608785423796
0.00017347593592343546,0.0000174648538635138
0.00017629753752876367,0.000016910285798736398
0.00017916503273643393,0.000016373327099224406
0.00018207916800999093,0.00001585341861031751
0.00018504070195427563,0.000015350018932299356
0.0001880504055129045,0.000014862603856623141
0.00019110906216896089,0.000014390665820038763
0.00019421746814895051,0.00001393371337605298
0.00019737643263007437,0.000013491270683172344
0.00020058677795087304,0.000013062877009395878
0.00020384933982529687,0.000012648086252441631
0.00020716496756025836,0.000012246466475207446
0.00021053452427672293,0.000011857599455982252
0.00021395888713439553,0.000011481080252939493
0.00021743894756006223,0.00001111651678245917
0.00022097561147964545,0.000010763529410839467
0.00022456979955403367,0.000010421750558972762
0.00022822244741874703,0.000010090824319574322
0.00023193450592750108,0.000009770406086565184
0.00023570694139973206,0.000009460162196223267
0.00023954073587214818,0.000009159769579728973
0.00024343688735437252,0.000008868915426743586
0.00024739641008874393,0.000008587296859670007
0.00025142033481434343,0.000008314620618256809
0.0002555097090353155,0.000008050602754216962
0.00025966559729355307,0.000007794968335543425
0.00026388908144581825,0.000007547451160213618
0.00026818126094536984,0.000007307793478984646
0.00027254325312817243,0.000007075745726990594
0.0002769761935037599,0.000006851066263862512
0.00028148123605083007,0.000006633521122100326
0.0002860595535176476,0.00000642288376343475
0.0002907123377273325,0.0000062189348429254596
0.00029544079988811414,0.000006021461980549882
0.0003002461709086323,0.000005830259540044735
0.0003051297017183657,0.00000564512841477006
0.00031009266359327287,0.00000546587582037272
0.0003151363484867295,0.0000052923150940335
0.0003202620693658482,0.000005124265500088709
0.00032547116055326933,0.000004961552041823938
0.00033076497807451016,0.000004804005279243922
0.00033614490001096416,0.00000465146115262882
0.0003416123268586419,0.000004503760811693097
0.0003471686818927468,0.000004360750450169182
0.0003528154115381807,0.0000042222811456435925
0.00035855398574607554,0.000004088208704478782
0.0003643858983764502,0.0000039583935116592025
0.00037031266758709,0.0000038327003854052305
0.0003763358362287526,0.0000037109984364035574
0.0003824569722468008,0.0000035931609315074685
0.0003886776690893693,0.000003479065161765061
0.0003949995461221689,0.0000033685923146379955
0.0004014242490500385,0.000003261627350277702
0.00040795345034535336,0.000003158058881730206
0.00041458884968340135,0.0000030577790589448464
0.0004213321743848409,0.00000296068345646607
0.0004281851798653554,0.000002866670964691385
0.00043514965009262114,0.0000027756436845822104
0.0004422273980507082,0.0000026875068257180016
0.00044942026621203464,0.0000026021686075874754
0.00045673012701699704,0.0000025195401640141634
0.0004641588833614026,0.000002439535450616749
0.0004717084690918286,0.000002362071155207855
0.0004793808495090401,0.000002287066611037933
0.0004871780218795946,0.00000221444371279396
0.0004951020159557688,0.0000021441268352654364
0.0005031548945039415,0.0000020760427545929967
0.0005113387538415712,0.00000201012057201764
0.0005196557243829071,0.0000019462916400511634
0.0005281079711935767,0.000001884489490990926
0.0005366976945541936,0.0000018246497677044911
0.000545427130533132,0.0000017667101566120956
0.0005542985515686182,0.0000017106103227971232
0.0005633142670602896,0.0000016562918471770495
0.0005724766239703748,0.0000016036981656694013
0.000581788007434653,0.0000015527745102893942
0.0005912508413833501,0.0000015034678521179198
0.000600867589172134,0.0000014557268460804752
0.0006106407542233722,0.000001409501777479547
0.0006205728806778214,0.0000013647445102247618
0.0006306665540569147,0.0000013214084367069037
0.0006409244019358226,0.0000012794484292635871
0.0006513490946274608,0.0000012388207931860604
0.0006619433458776229,0.000001199483221218191
0.0006727099135714207,0.0000011613947495002607
0.000683651600451214,0.0000011245157149116845
0.0006947712548462172,0.000001088807713768243
0.0007060717714139744,0.0000010542335618308066
0.0007175560918938932,0.00000102075725558392
0.0007292272058730356,9.88343934743913e-7
0.0007410881515643647,9.569598459575037e-7
0.0007531420165976485,9.265723076530919e-7
0.00076539193882323,8.971496760081343e-7
